"Fazenda";"Estrato";"Talhao";"Plantio";"Id_Amostra";"Material_Genetico";"Idade (anos)";"Data_Medicao";"Data_Plantio";"Area_Plantio (ha)";"Amostra";"MAC";"DAP (cm)";"Altura_Instalacao (m)";"Altura (m)";"VICC (m3)";"VISC (m3)";"g (m2)";"Coordenada_X";"Coordenada_Y";"Dap_Estimado"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"9f126d41-d976-02cb-df60-bd6c62c059fa";"2123";"1,92";"08/06/2024";"09/07/2022";"37,20";" 1";"C00C1D00059F";"12,9549";"";"17,79700";"0,10680";"0,09080";"0,01320";"-39,45669619";"-16,05417287";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"9f126d41-d976-02cb-df60-bd6c62c059fa";"2123";"1,92";"11/06/2024";"09/07/2022";"37,20";" 1";"C00C1D00059F";"12,9644";"";"17,81070";"0,10710";"0,09100";"0,01320";"-39,45669619";"-16,05417287";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"9f126d41-d976-02cb-df60-bd6c62c059fa";"2123";"1,93";"14/06/2024";"09/07/2022";"37,20";" 1";"C00C1D00059F";"12,9740";"";"17,82440";"0,10730";"0,09120";"0,01320";"-39,45669619";"-16,05417287";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"9f126d41-d976-02cb-df60-bd6c62c059fa";"2123";"1,94";"17/06/2024";"09/07/2022";"37,20";" 1";"C00C1D00059F";"12,9835";"";"17,83820";"0,10750";"0,09140";"0,01320";"-39,45669619";"-16,05417287";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"9f126d41-d976-02cb-df60-bd6c62c059fa";"2123";"1,95";"20/06/2024";"09/07/2022";"37,20";" 1";"C00C1D00059F";"12,9835";"";"17,83820";"0,10750";"0,09140";"0,01320";"-39,45669619";"-16,05417287";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"9f126d41-d976-02cb-df60-bd6c62c059fa";"2123";"1,96";"23/06/2024";"09/07/2022";"37,20";" 1";"C00C1D00059F";"12,9928";"";"17,85140";"0,10770";"0,09160";"0,01330";"-39,45669619";"-16,05417287";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"9f126d41-d976-02cb-df60-bd6c62c059fa";"2123";"1,97";"26/06/2024";"09/07/2022";"37,20";" 1";"C00C1D00059F";"13,0119";"";"17,87880";"0,10820";"0,09200";"0,01330";"-39,45669619";"-16,05417287";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"9f126d41-d976-02cb-df60-bd6c62c059fa";"2123";"1,97";"29/06/2024";"09/07/2022";"37,20";" 1";"C00C1D00059F";"13,0214";"";"17,89250";"0,10840";"0,09220";"0,01330";"-39,45669619";"-16,05417287";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"9f126d41-d976-02cb-df60-bd6c62c059fa";"2123";"1,98";"02/07/2024";"09/07/2022";"37,20";" 1";"C00C1D00059F";"13,0310";"";"17,90620";"0,10870";"0,09240";"0,01330";"-39,45669619";"-16,05417287";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"9f126d41-d976-02cb-df60-bd6c62c059fa";"2123";"1,99";"05/07/2024";"09/07/2022";"37,20";" 1";"C00C1D00059F";"13,0405";"";"17,91990";"0,10890";"0,09260";"0,01340";"-39,45669619";"-16,05417287";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"9f126d41-d976-02cb-df60-bd6c62c059fa";"2123";"2";"08/07/2024";"09/07/2022";"37,20";" 1";"C00C1D00059F";"13,0405";"";"17,91990";"0,10890";"0,09260";"0,01340";"-39,45669619";"-16,05417287";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"9f126d41-d976-02cb-df60-bd6c62c059fa";"2123";"2,01";"11/07/2024";"09/07/2022";"37,20";" 1";"C00C1D00059F";"13,0501";"";"17,93350";"0,10910";"0,09280";"0,01340";"-39,45669619";"-16,05417287";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"9f126d41-d976-02cb-df60-bd6c62c059fa";"2123";"2,01";"12/07/2024";"09/07/2022";"37,20";" 1";"C00C1D00059F";"13,0825";"";"17,97990";"0,10990";"0,09350";"0,01340";"-39,45669619";"-16,05417287";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,57";"01/02/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"9,9949";"11,10";"11,10000";"0,03930";"0,03060";"0,00780";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,59";"10/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,1446";"";"11,36550";"0,04150";"0,03240";"0,00810";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,59";"11/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,1612";"";"11,39490";"0,04170";"0,03260";"0,00810";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,6";"12/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,1778";"";"11,42420";"0,04190";"0,03280";"0,00810";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,6";"13/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,1945";"";"11,45340";"0,04220";"0,03300";"0,00820";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,6";"14/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,2111";"";"11,48270";"0,04240";"0,03320";"0,00820";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,6";"15/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,2277";"";"11,51190";"0,04270";"0,03340";"0,00820";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,61";"16/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,2443";"";"11,54110";"0,04290";"0,03360";"0,00820";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,61";"17/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,2610";"";"11,57020";"0,04320";"0,03380";"0,00830";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,61";"18/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,2776";"";"11,59930";"0,04340";"0,03400";"0,00830";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,62";"19/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,2942";"";"11,62840";"0,04370";"0,03420";"0,00830";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,62";"20/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,3108";"";"11,65740";"0,04390";"0,03450";"0,00830";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,62";"21/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,3275";"";"11,68640";"0,04410";"0,03470";"0,00840";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,62";"22/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,3441";"";"11,71540";"0,04440";"0,03490";"0,00840";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,63";"23/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,3607";"";"11,74430";"0,04470";"0,03510";"0,00840";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,63";"24/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,3774";"";"11,77330";"0,04490";"0,03530";"0,00850";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,63";"25/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,3940";"";"11,80210";"0,04520";"0,03550";"0,00850";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,63";"26/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,4106";"";"11,83100";"0,04540";"0,03570";"0,00850";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,64";"27/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,4272";"";"11,85980";"0,04570";"0,03590";"0,00850";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,64";"28/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,4439";"";"11,88860";"0,04590";"0,03620";"0,00860";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,64";"29/02/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,4605";"";"11,91730";"0,04620";"0,03640";"0,00860";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,65";"01/03/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,4771";"";"11,94600";"0,04640";"0,03660";"0,00860";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,65";"02/03/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,4937";"";"11,97470";"0,04670";"0,03680";"0,00860";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,65";"03/03/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,5104";"";"12,00330";"0,04690";"0,03700";"0,00870";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,65";"04/03/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,5270";"";"12,03200";"0,04720";"0,03730";"0,00870";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,66";"05/03/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,5436";"";"12,06050";"0,04750";"0,03750";"0,00870";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,66";"06/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,5602";"";"12,08910";"0,04770";"0,03770";"0,00880";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,66";"07/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,5698";"";"12,10550";"0,04790";"0,03780";"0,00880";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,66";"08/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,5984";"";"12,15450";"0,04830";"0,03820";"0,00880";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,67";"09/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,6175";"";"12,18720";"0,04860";"0,03850";"0,00890";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,67";"10/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,6366";"";"12,21980";"0,04890";"0,03870";"0,00890";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,67";"11/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,6462";"";"12,23610";"0,04910";"0,03880";"0,00890";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,68";"12/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,6653";"";"12,26870";"0,04940";"0,03910";"0,00890";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,68";"13/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,6943";"";"12,31790";"0,04980";"0,03950";"0,00900";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,68";"14/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,7038";"";"12,33420";"0,05000";"0,03960";"0,00900";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,68";"15/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,7134";"";"12,35040";"0,05010";"0,03980";"0,00900";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,69";"16/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,7229";"";"12,36660";"0,05030";"0,03990";"0,00900";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,69";"17/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,7325";"";"12,38280";"0,05040";"0,04000";"0,00900";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,69";"18/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,7420";"";"12,39900";"0,05060";"0,04020";"0,00910";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,69";"19/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,7420";"";"12,39900";"0,05060";"0,04020";"0,00910";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,7";"20/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,7516";"";"12,41510";"0,05070";"0,04030";"0,00910";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,7";"21/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,7516";"";"12,41510";"0,05070";"0,04030";"0,00910";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,7";"22/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,7611";"";"12,43130";"0,05090";"0,04040";"0,00910";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,71";"23/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,7707";"";"12,44750";"0,05110";"0,04050";"0,00910";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,71";"24/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,7802";"";"12,46360";"0,05120";"0,04070";"0,00910";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,71";"25/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,7898";"";"12,47970";"0,05140";"0,04080";"0,00910";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,71";"26/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,8184";"";"12,52800";"0,05180";"0,04120";"0,00920";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,72";"27/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,8184";"";"12,52800";"0,05180";"0,04120";"0,00920";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,72";"28/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,8474";"";"12,57680";"0,05230";"0,04160";"0,00920";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,72";"29/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,8760";"";"12,62490";"0,05280";"0,04200";"0,00930";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,72";"30/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,8951";"";"12,65700";"0,05310";"0,04230";"0,00930";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,73";"31/03/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,8951";"";"12,65700";"0,05310";"0,04230";"0,00930";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,73";"01/04/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,9142";"";"12,68890";"0,05340";"0,04260";"0,00940";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,73";"02/04/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,9238";"";"12,70490";"0,05360";"0,04270";"0,00940";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,74";"03/04/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,9333";"";"12,72090";"0,05370";"0,04280";"0,00940";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,74";"04/04/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"10,9402";"";"12,73230";"0,05380";"0,04290";"0,00940";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,74";"05/04/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,9402";"";"12,73230";"0,05380";"0,04290";"0,00940";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,74";"06/04/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,9402";"";"12,73230";"0,05380";"0,04290";"0,00940";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,75";"07/04/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,9402";"";"12,73230";"0,05380";"0,04290";"0,00940";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,75";"08/04/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,9402";"";"12,73230";"0,05380";"0,04290";"0,00940";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,75";"09/04/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,9402";"";"12,73230";"0,05380";"0,04290";"0,00940";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,75";"10/04/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,9402";"";"12,73230";"0,05380";"0,04290";"0,00940";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,76";"11/04/2024";"09/07/2022";"37,20";" 10";"Dado Estimado";"10,9402";"";"12,73230";"0,05380";"0,04290";"0,00940";"-39,44948909";"-16,05068573";"True"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,77";"15/04/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"11,7173";"";"13,99480";"0,06750";"0,05480";"0,01080";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,78";"18/04/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"11,7364";"";"14,02500";"0,06790";"0,05510";"0,01080";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,79";"21/04/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"11,7460";"";"14,04000";"0,06810";"0,05520";"0,01080";"-39,44948909";"-16,05068573";"False"
"34 - 2024 Jatobá_007-01";"22 - 2024 Jatobá 007-01";"007-01";"007-01";"df8b6ea9-3402-e2dd-2b2b-2d481ae98126";"2123";"1,79";"24/04/2024";"09/07/2022";"37,20";" 10";"C00C1D000F04";"11,7555";"";"14,05510";"0,06830";"0,05540";"0,01090";"-39,44948909";"-16,05068573";"False"
